urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale	q05	q95	n_syn_used	band_source	file_path
urn:mavedb:00000106-c-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText defines score as s = f_sel/f_init (normalized variant frequency) from selection for rifampin resistance; higher enrichment indicates better survival/functional deaminase activity. This maps to Fitness LOG2_ENRICHMENT where log2(s) centers neutral at 0.	-0.1049677228867739	0.2508925642728157	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000106-c-1.scores.csv
urn:mavedb:00000106-b-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Scores are normalized enrichment ratios f_sel/f_init after selection for rifampin resistance; higher enrichment reflects greater deaminase activity and bacterial growth, matching fitness/log2 enrichment semantics.	-0.2558120576322297	0.7091952702798459	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000106-b-1.scores.csv
urn:mavedb:00000108-a-2	Complementation	ComplementationSubtype	YEAST	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ComplementationInterpreter	[NA, NA]	False	False	False	False	Short description explicitly states functional complementation in yeast; closest catalog row is Complementation YEAST with WT-relative log2 semantics.	0.434505985	1.376157405	301	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000108-a-2.scores.csv
urn:mavedb:00000108-a-3	Complementation	ComplementationSubtype	YEAST	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ComplementationInterpreter	[NA, NA]	False	False	False	False	ShortDescription explicitly states functional complementation in yeast and scores are weighted averages of functional scores (FS1, FS2), consistent with WT-relative yeast complementation semantics.	0.4535763648	1.3582310637	310	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000108-a-3.scores.csv
urn:mavedb:00000108-a-1	Complementation	ComplementationSubtype	YEAST	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	ComplementationInterpreter	[NA, NA]	False	False	False	False	Title and shortDescription explicitly state functional complementation in yeast; standard mapping is Complementation/YEAST with WT-relative log2 scaling.	0.4330372419	1.34429818515	288	synonym_percentiles_qc	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000108-a-1.scores.csv
urn:mavedb:00000109-a-1	Other			NON_MONOTONIC	RAW	Assay-defined			[NA, NA]	False	False	False	False	Metadata does not specify an assay modality or normalization (methodText empty, no units/scale, scoreColumns only 'score'). ShortDescription indicates aggregated strongest LOF/GOF phenotype across gRNAs and multiple experimental contexts (CRISPR screens, base editing, organoid validation), making the score composite and not safely mappable to a single monotonic TSV subtype.			0	mad_na_insufficient_n	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000109-a-1.scores.csv
urn:mavedb:00000110-a-1	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method states scores are log10 enrichment (selected vs unselected) relative to WT, i.e., WT-centered enrichment; maps to Fitness LOG2_ENRICHMENT (monotonic, WT~=0).	-0.4503125382292699	0.2681932102292699	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000110-a-1.scores.csv
urn:mavedb:00000110-a-2	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	MethodText states log10 frequency of selected versus unselected, relative to WT, which is a WT-centered enrichment ratio; mapped to Fitness LOG2_ENRICHMENT as the closest monotonic, WT-anchored spec.	-0.0840069792353713	0.0641442732353713	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000110-a-2.scores.csv
urn:mavedb:00000110-a-3	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Method states scores are log10(selected/unsel) relative to WT, implying a WT-centered enrichment metric; this matches Fitness LOG2_ENRICHMENT semantics (monotonic, WT~=0).	-0.3598668068438203	0.2001308888438203	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000110-a-3.scores.csv
urn:mavedb:00000113-a-1	Aggregation	AggregationSubtype	AGGREGATION_METRIC	LOWER_IS_FUNCTION	CENTERED_0	WT~=0	relative	AggregationInterpreter	[NA, NA]	False	False	False	False	ShortDescription and methodText describe a nucleation/aggregation readout via yeast survival upon aggregation of Sup35N–Aβ fusions; higher survival reflects higher aggregation, so lower aggregation corresponds to more function. The scores appear as relative nucleation metrics with SE, consistent with a centered-at-WT aggregation metric.			0	mad_na_insufficient_n	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000113-a-1.scores.csv
urn:mavedb:00000113-a-2	Aggregation	AggregationSubtype	AGGREGATION_METRIC	LOWER_IS_FUNCTION	CENTERED_0	WT~=0	relative	AggregationInterpreter	[NA, NA]	False	False	False	False	Scores are described as amyloid nucleation in a yeast Sup35N aggregation-driven survival assay; higher nucleation implies increased aggregation (less function), consistent with an aggregation metric relative to WT.	-3.8849965105093487	2.394177700017143	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000113-a-2.scores.csv
urn:mavedb:00000113-a-3	Aggregation	AggregationSubtype	AGGREGATION_METRIC	LOWER_IS_FUNCTION	CENTERED_0	WT~=0	relative	AggregationInterpreter	[NA, NA]	False	False	False	False	Method states survival selection in yeast driven by aggregation of Sup35N-fusions; shortDescription calls the readout 'nucleation scores' for Aβ variants, indicating an aggregation propensity metric. This aligns best with Aggregation metric where greater aggregation is deleterious (lower is function); scores are typically centered relative to WT in such assays.	-3.584040699314356	2.3465682567438133	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000113-a-3.scores.csv
urn:mavedb:00000114-a-1	Abundance	AbundanceSubtype	VAMP_SEQ	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	AbundanceInterpreter	[NA, NA]	False	False	False	False	Described as VAMP-seq measuring protein abundance; scores normalized to nonsense and synonymous wild-type variants, indicating WT-anchored relative abundance.	0.4400345888095696	1.2701094937485884	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000114-a-1.scores.csv
urn:mavedb:00000115-a-13	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	False	False	False	False	Title/abstract explicitly state KRAS–SOS1 binding measured by bindingPCA; bindingPCA is a protein-fragment complementation/interaction assay analogous to two-hybrid, processed with DiMSum to yield binding fitness typically centered around WT≈0.	-0.8555256151867632	0.2213089867858971	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-13.scores.csv
urn:mavedb:00000115-a-14	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title and shortDescription indicate a selection-based binding fitness from bindingPCA; methodText 'doubledeepPCA + DiMSum' implies log2 enrichment-style fitness scoring centered around WT.	-1.246940950107338	0.5027274898384799	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-14.scores.csv
urn:mavedb:00000115-a-15	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title and shortDescription indicate 'binding fitness' from bindingPCA; method 'doubledeepPCA + DiMSum' typically yields log2 enrichment-based fitness scores, not direct KD/Kd_app. DatasetColumns include 'score' and 'SE' consistent with DiMSum fitness outputs.	-1.5244451258330978	-0.3088322018713502	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-15.scores.csv
urn:mavedb:00000115-a-16	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title and abstract explicitly state 'binding fitness' from bindingPCA; method 'doubledeepPCA + DiMSum' typically yields log2 enrichment-based fitness scores centered near WT≈0, not direct Kd/pKd. Dataset columns include 'score' and 'SE', consistent with DiMSum fitness.	-0.7338327074271157	0.2342243452732696	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-16.scores.csv
urn:mavedb:00000115-a-17	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Described as binding fitness from bindingPCA; analyzed with DiMSum, which outputs log2 enrichment relative to WT/reference, implying WT≈0 and higher score = stronger interaction/fitness.	-1.1958607190813284	0.4690594998490863	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-17.scores.csv
urn:mavedb:00000115-a-23	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title and description state 'abundance fitness from abundancePCA'; method 'doubledeepPCA + DiMSum' indicates selection-based log2 enrichment scoring typical of DiMSum (WT-centered). No explicit reporter normalization to WT=1 was provided, so map to Fitness LOG2_ENRICHMENT (centered at WT≈0).	-1.1947436340236806	0.3020120822364746	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-23.scores.csv
urn:mavedb:00000115-a-18	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title/description indicate bindingPCA-derived binding fitness; methods use doubledeepPCA + DiMSum, which outputs log2 enrichment fitness scores typically centered at WT≈0; no Kd/pKd units present.	-1.75684598237526	-0.0625473501400941	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-18.scores.csv
urn:mavedb:00000115-a-19	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	False	False	False	False	Metadata describes a bindingPCA (protein complementation interaction assay) measuring KRAS–RALGDSRDB ‘binding fitness’; doubledeepPCA+DiMSum typically yields WT-centered interaction fitness where higher indicates stronger interaction.	-0.5358987754488004	0.1663523189921203	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-19.scores.csv
urn:mavedb:00000115-a-28	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title and description indicate an abundance-oriented fitness readout (‘abundance fitness from abundancePCA’), and method ‘doubledeepPCA + DiMSum’ typically yields WT-centered log2 enrichment scores (WT≈0). DatasetColumns include ‘score’ consistent with DiMSum fitness. No explicit WT=1 scaling or VAMP-seq; thus map to Fitness/LOG2_ENRICHMENT.	-1.0784911569169966	0.1197183033903166	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-28.scores.csv
urn:mavedb:00000115-a-25	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Metadata describes 'binding fitness' from bindingPCA analyzed with DiMSum, which yields log2 selection/enrichment scores typically centered at WT≈0; matches Fitness/LOG2_ENRICHMENT.	-0.6092378126674708	0.2550930323242608	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-25.scores.csv
urn:mavedb:00000115-a-20	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title/shortDescription describe 'binding fitness' from bindingPCA; methodText 'doubledeepPCA + DiMSum' indicates log2 enrichment fitness scores centered relative to WT.	-0.7497244832301614	0.3297197725160633	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-20.scores.csv
urn:mavedb:00000115-a-27	Abundance	AbundanceSubtype	TOTAL_EXPRESSION	HIGHER_IS_FUNCTION	WT_EQ_1	WT=1:log2	relative	AbundanceInterpreter	[NA, NA]	False	False	False	False	Title and description explicitly indicate an abundance phenotype from abundancePCA (doubledeepPCA), which measures cellular protein abundance; no evidence of binding or pure fitness-only axes; thus map to Abundance/TOTAL_EXPRESSION with WT-relative scaling typical of ddPCA outputs.	-1.4262490094344311	0.2617103283383853	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-27.scores.csv
urn:mavedb:00000115-a-21	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	False	False	False	False	Title and description explicitly state 'binding fitness' from 'bindingPCA'; method 'doubledeepPCA + DiMSum' indicates a protein interaction PCA selection with log2 enrichment centered near WT.	-1.7074278943507093	0.1393687776722314	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-21.scores.csv
urn:mavedb:00000115-a-22	Interaction	InteractionSubtype	TWO_HYBRID	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	unitless	InteractionInterpreter	[NA, NA]	False	False	False	False	Title and description indicate a KRAS–RAF1RBD bindingPCA; PCA is a protein interaction assay where stronger binding increases growth. Method uses DiMSum, which typically outputs log2 enrichment scores centered on WT (~0).	-1.4666503794000283	0.0874429207887321	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-22.scores.csv
urn:mavedb:00000115-a-24	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	Title/description indicate binding fitness from bindingPCA; method 'doubledeepPCA + DiMSum' implies count-based selection analyzed as log2 enrichment centered at WT~0, where higher fitness reflects stronger/better binding.	-0.4378274580455711	0.153481665431559	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-24.scores.csv
urn:mavedb:00000115-a-3	Stability_DG	StabilityDGSubtype	DDG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Title/abstract describe binding free energy changes; doubledeepPCA/MoChi typically infer ΔΔG of binding in kcal/mol with WT≈0, making lower (more negative) values correspond to stronger binding.	-0.3916584732337648	0.6340040172337648	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-3.scores.csv
urn:mavedb:00000115-a-6	Stability_DG	StabilityDGSubtype	DDG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Title/abstract state 'binding free energy changes' for KRAS-RAF1RBD; doubledeepPCA pipelines typically report ΔΔG relative to WT (centered at 0), which maps to DDG_KCAL_MOL with lower (more negative) indicating stronger binding.	-0.3033698802558501	0.3822695542558501	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-6.scores.csv
urn:mavedb:00000115-a-7	Stability_DG	StabilityDGSubtype	DDG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	"Title/abstract explicitly state ""folding free energy changes"" and methods (doubledeepPCA + MoChi) typically infer ΔΔG in kcal/mol centered at WT≈0 from abundancePCA."	-0.221959999556344	0.911772479556344	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-7.scores.csv
urn:mavedb:00000115-a-12	Fitness	FitnessSubtype	LOG2_ENRICHMENT	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0	log2	FitnessInterpreter	[NA, NA]	False	False	False	False	BindingPCA yields selection-based binding fitness processed with DiMSum; scores are log2 enrichment relative to WT (shortDescription/methodText indicate binding fitness via DoubleDeepPCA + DiMSum). Not a direct KD/pKd measurement.	-1.3185492850482745	0.0065018892307704	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-12.scores.csv
urn:mavedb:00000115-a-4	Stability_DG	StabilityDGSubtype	DDG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Title/abstract explicitly state binding free energy changes, implying ΔΔG relative to WT (centered at 0) in kcal/mol; no evidence of KD/pKd format.	-0.309234055529125	0.431227868529125	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-4.scores.csv
urn:mavedb:00000115-a-5	Stability_DG	StabilityDGSubtype	DDG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Title/abstract explicitly state binding free energy changes; methods (doubledeepPCA + DiMSum + MoChi) typically infer ΔΔG; scores are centered relative to WT, consistent with ΔΔG in kcal/mol where lower (more negative) indicates stronger binding.	-0.3401967098151895	0.3778605798151896	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000115-a-5.scores.csv
