urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale
urn:mavedb:00000260-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 from chymotrypsin digestion to assess folding; dG provided but not as the main score. Higher K50 indicates more protease resistance (greater stability), so map to Stability_K50. WT anchoring/neutrals not specified, so neutral band unknown.
urn:mavedb:00000261-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the dG value ... shared dG value ... across both proteases' measuring folding via protease digestion; thus a stability ΔG readout where lower ΔG indicates more stable/folded. No evidence of ΔΔG, so map to DG_KCAL_MOL.
urn:mavedb:00000261-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from trypsin digestion (folding/stability proxy); dG provided as ancillary columns but main score is K50.
urn:mavedb:00000261-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 per variant from sequence count ratios; no WT-centered or relative normalization is described. Assay measures protease digestion to infer folding (higher K50 ⇒ more stable/function). K50_RAW is the closest standardized specification.
urn:mavedb:00000262-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score column is the dG value fitted via a Bayesian model from protease digestion (trypsin/chymotrypsin), implying folding free energy; lower ΔG indicates greater stability.
urn:mavedb:00000262-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is the log10 K50 value; assay is trypsin digestion to assess folding stability. dG columns exist but are derived from K50; the core assay semantics align with K50-based stability where higher K50 indicates greater stability.
urn:mavedb:00000262-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text and datasetColumns indicate the primary score is an absolute log10(K50) protease digestion parameter (not WT-centered or relative); assay measures folding/stability via chymotrypsin. Closest catalog match is Stability_K50 K50_RAW with HIGHER_IS_FUNCTION.
urn:mavedb:00000263-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is log10 K50 from chymotrypsin digestion (protease resistance as folding proxy). This is not WT-centered or relative; closest catalog match is Stability_K50 K50_RAW with higher K50 indicating greater stability.
urn:mavedb:00000263-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from trypsin digestion; no WT-anchoring or relative normalization is described. Although dG columns are present, the listed score is log10 K50, so the safest mapping is Stability_K50 with raw K50 semantics (higher K50 → more folding/stability).
urn:mavedb:00000263-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text: scores are dG values fit from protease digestion across trypsin/chymotrypsin to assess folding; this is a stability ΔG readout where lower (more negative) indicates greater stability.
urn:mavedb:00000264-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the log10 K50 value' from trypsin digestion; no WT-centered normalization or relative scaling is described. K50-based folding stability assay → higher K50 indicates more stability/function. dG columns exist but the primary score is log10 K50.
urn:mavedb:00000264-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from protease digestion used to assess folding; not WT-centered or relative. dG columns are secondary. Thus map to Stability_K50 K50_RAW (higher K50 → more stable).
urn:mavedb:00000264-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value from a coupled model across protease digests, measuring folding (abstract mentions trypsin/chymotrypsin digestion to assess folding). This maps to Stability ΔG (more negative dG → more stable).
urn:mavedb:00000265-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fitted across replicates/proteases to quantify folding stability; dG lower (more negative) indicates higher stability. No evidence of composite or non-monotonic behavior.
urn:mavedb:00000265-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the score column is a log10 K50 from trypsin digestion (folding/stability proxy); dG columns are derived, so primary assay semantics are K50 where higher implies greater stability.
urn:mavedb:00000265-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from chymotrypsin digestion ('score column is the log10 K50 value'), reflecting folding stability; no WT-relative centering or standardized band is described. Although dG columns are present, the main score is K50-derived, so map to Stability_K50 K50_RAW.
urn:mavedb:00000266-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit via a coupled Bayesian model across trypsin/chymotrypsin to assess folding; abstract describes protease digestion to measure folding, consistent with stability ΔG.
urn:mavedb:00000266-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from trypsin digestion; K50 reflects protease concentration at half-digestion and higher implies greater folding/stability. No WT-centered normalization or relative scaling is described; dG is derived from K50 with unclear centering/units, so K50_RAW is the safest monotonic mapping.
urn:mavedb:00000266-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is a log10 K50 estimated from sequence-count ratios and the assay is protease digestion to assess folding; no indication of WT-centered normalization. DatasetColumns include both score and dG but the primary score is log10 K50, so mapping to Stability_K50 (K50_RAW) with higher K50 indicating more stability/function is safest.
urn:mavedb:00000267-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Abstract describes protease digestion to assess folding; MethodText states the score is a dG value fit directly across trypsin/chymotrypsin replicates, consistent with folding stability ΔG in kcal/mol where lower (more negative) indicates higher stability.
urn:mavedb:00000267-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the primary score is a log10 K50 derived from trypsin digestion (folding proxy), with no indication of WT-relative normalization; thus map to raw K50 stability where higher K50 indicates more resistance/folding. dG columns exist but are secondary to the main score.
urn:mavedb:00000267-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is log10 K50 from chymotrypsin digestion; no WT-centering or standardized (WT~=0) normalization is indicated. dG columns are ancillary; the main score aligns with K50-based stability where higher K50 implies greater folding/stability.
urn:mavedb:00000268-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score is a log10 K50 derived from trypsin digestion to assess folding; dG is secondary. No indication of WT-centered or relative normalization, so map to K50_RAW where higher K50 implies greater stability/function.
urn:mavedb:00000268-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 from chymotrypsin protease digestion to assess folding; dG columns are derived from K50. No WT-centering or relative normalization is described, so the closest monotonic mapping is Stability_K50: K50_RAW with higher K50 indicating greater stability.
urn:mavedb:00000268-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText: scores are dG values fit across trypsin/chymotrypsin digestion; Abstract: protease assay probing folding. dG maps to stability free energy where more negative (lower) indicates more stable/function.
urn:mavedb:00000269-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fitted from protease digestion across replicates, measuring folding stability; thus map to ΔG (kcal/mol) with lower indicating more stable/function.
urn:mavedb:00000269-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score column is the log10 K50 derived from trypsin digestion to assess folding stability; this is a monotonic K50-based stability assay. Although dG values are provided, the primary scoreset uses log10 K50. No explicit WT normalization is described, but the closest catalog match is the log-transformed K50 stability subtype.
urn:mavedb:00000269-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Primary score is log10 K50 from protease digestion ("score column is the log10 K50 value"); measures folding/stability where higher K50 implies greater stability. No WT-relative centering is indicated; dG provided as auxiliary, so the closest monotonic mapping is Stability_K50 K50_RAW.
urn:mavedb:00000270-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from protease (trypsin) digestion to assess folding; dG is derived but the scoreset column is log10 K50. This matches a monotonic stability K50 assay.
urn:mavedb:00000270-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is a log10 K50 per variant from chymotrypsin protease digestion to assess folding ("The score column is the log10 K50 value"), which aligns with K50-based stability where higher K50 indicates greater stability. No evidence of WT-centered normalization, so map to K50_RAW.
urn:mavedb:00000270-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Abstract and methods state protease digestion was used to assess folding and the score column is a fitted dG per sequence; this matches a protein stability ΔG assay where lower ΔG indicates more stable/more functional.
urn:mavedb:00000271-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit from protease digestion to assess folding; thus a stability ΔG readout where lower ΔG implies greater stability/function. The text specifies dG (not ddG).
urn:mavedb:00000271-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is the log10 K50 value from trypsin digestion, a stability assay; higher K50 implies greater stability. dG is present but not the primary score.
urn:mavedb:00000271-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is a log10 K50 from sequence count ratios with no WT-centering or relative normalization; chymotrypsin digestion is a protease-based folding stability assay where higher K50 indicates greater stability. dG columns are derived but not the primary score.
urn:mavedb:00000272-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from chymotrypsin digestion ("score column is the log10 K50 value"), with no WT-centered normalization; thus map to K50 RAW stability. dG columns are present but not the primary score.
urn:mavedb:00000272-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is the log10 K50 derived from sequence count ratios in a protease digestion assay, indicating a stability (protease resistance) metric where higher K50 implies greater folding/stability.
