URN	RefSeq_IDs	Ensembl_IDs	Experiment_Type	DMS_Assay_Type	Score_Interpretation	Score_Hypothesis_Evaluation	Timestamp
urn:mavedb:00000126-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased resistance to digestion, suggesting increased stability, which is the opposite of LoF.	2025-04-17 13:51:14
urn:mavedb:00000126-a-1	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate increased resistance to trypsin digestion.	Does not fit: Higher scores indicate increased protein stability, not necessarily gain-of-function.	2025-04-17 13:51:18
urn:mavedb:00000127-0-1	Not Found	Not Found	Other	N/A	The score represents the change in Gibbs free energy (dG) for the protein variant.	Does not fit: dG values represent protein stability, not necessarily gain or loss of function.	2025-04-17 13:51:18
urn:mavedb:00000127-a-1	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate increased resistance to trypsin digestion.	Does not fit: Higher scores indicate increased protein stability, not necessarily gain-of-function.	2025-04-17 13:51:18
urn:mavedb:00000127-a-2	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate increased resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate increased protein stability, not necessarily gain-of-function.	2025-04-17 13:51:18
urn:mavedb:00000128-a-2	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate increased resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate increased protein stability, not necessarily gain-of-function.	2025-04-17 13:51:18
urn:mavedb:00000128-a-1	Not Found	Not Found	DMS	Protein Stability	Higher scores (log10 K50) indicate increased resistance to trypsin digestion, suggesting greater protein stability.	Does not fit: Higher scores indicate increased stability, which is the opposite of decreased expression/LoF.	2025-04-17 13:51:23
urn:mavedb:00000128-0-1	Not Found	Not Found	DMS	Protein Stability	The score (dG value) represents the change in free energy of protein folding, with more negative values indicating greater stability.	Does not fit: More negative scores indicate increased stability, which is the opposite of decreased expression/LoF.	2025-04-17 13:51:23
urn:mavedb:00000129-a-1	Not Found	Not Found	DMS	Protein Stability	Higher scores (log10 K50) indicate increased resistance to trypsin digestion, suggesting greater protein stability.	Does not fit: Higher scores indicate increased stability, which is the opposite of decreased expression/LoF.	2025-04-17 13:51:23
urn:mavedb:00000129-a-2	Not Found	Not Found	DMS	Protein Stability	Higher scores (log10 K50) indicate increased resistance to chymotrypsin digestion, suggesting greater protein stability.	Does not fit: Higher scores indicate increased stability, which is the opposite of decreased expression/LoF.	2025-04-17 13:51:23
urn:mavedb:00000129-0-1	Not Found	Not Found	DMS	Protein Stability	The score (dG value) represents the change in free energy of protein folding, with more negative values indicating greater stability.	Does not fit: More negative scores indicate increased stability, which is the opposite of decreased expression/LoF.	2025-04-17 13:51:23
urn:mavedb:00000130-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of the protein variant.	Does not fit: Lower dG values likely indicate decreased stability, while higher dG values indicate increased stability.	2025-04-17 13:51:28
urn:mavedb:00000130-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased resistance to trypsin digestion (more stable), while lower scores indicate decreased resistance (less stable).	2025-04-17 13:51:28
urn:mavedb:00000130-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate increased resistance to chymotrypsin digestion (more stable), while lower scores indicate decreased resistance (less stable).	2025-04-17 13:51:28
urn:mavedb:00000131-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate increased resistance to chymotrypsin digestion (more stable), while lower scores indicate decreased resistance (less stable).	2025-04-17 13:51:28
urn:mavedb:00000131-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased resistance to trypsin digestion (more stable), while lower scores indicate decreased resistance (less stable).	2025-04-17 13:51:28
urn:mavedb:00000131-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of the protein variant, with lower dG values indicating greater stability.	Does not fit: Lower dG values indicate greater stability, which is opposite to the hypothesis.	2025-04-17 13:51:33
urn:mavedb:00000132-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of the protein variant, with lower dG values indicating greater stability.	Does not fit: Lower dG values indicate greater stability, which is opposite to the hypothesis.	2025-04-17 13:51:33
urn:mavedb:00000132-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating greater resistance to protease digestion.	Fits	2025-04-17 13:51:33
urn:mavedb:00000132-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating greater resistance to protease digestion.	Fits	2025-04-17 13:51:33
urn:mavedb:00000133-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating greater resistance to protease digestion.	Fits	2025-04-17 13:51:33
urn:mavedb:00000133-a-2	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate increased protein stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability, which is the opposite of LoF.	2025-04-17 13:51:37
urn:mavedb:00000133-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in free energy (dG) of protein folding, calculated from protease digestion data.	Does not fit: dG values represent the change in free energy, where lower dG values indicate greater stability.	2025-04-17 13:51:37
urn:mavedb:00000134-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in free energy (dG) of protein folding, calculated from protease digestion data.	Does not fit: dG values represent the change in free energy, where lower dG values indicate greater stability.	2025-04-17 13:51:37
urn:mavedb:00000134-a-2	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate increased protein stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability, which is the opposite of LoF.	2025-04-17 13:51:37
urn:mavedb:00000134-a-1	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate increased protein stability against trypsin digestion.	Does not fit: Higher scores indicate increased stability, which is the opposite of LoF.	2025-04-17 13:51:37
urn:mavedb:00000135-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) associated with the variant's stability.	Does not fit: Lower dG values (more negative) indicate increased stability, while higher dG values (more positive) indicate decreased stability.	2025-04-17 13:51:42
urn:mavedb:00000135-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to trypsin digestion.	Does not fit: Higher log10 K50 values likely indicate increased resistance to digestion (more stable), while lower values indicate decreased resistance (less stable).	2025-04-17 13:51:42
urn:mavedb:00000135-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to chymotrypsin digestion.	Does not fit: Higher log10 K50 values likely indicate increased resistance to digestion (more stable), while lower values indicate decreased resistance (less stable).	2025-04-17 13:51:42
urn:mavedb:00000136-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) associated with the variant's stability.	Does not fit: Lower dG values (more negative) indicate increased stability, while higher dG values (more positive) indicate decreased stability.	2025-04-17 13:51:42
urn:mavedb:00000136-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to chymotrypsin digestion.	Does not fit: Higher log10 K50 values likely indicate increased resistance to digestion (more stable), while lower values indicate decreased resistance (less stable).	2025-04-17 13:51:42
urn:mavedb:00000136-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against trypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), which is the opposite of LoF.	2025-04-17 13:51:47
urn:mavedb:00000137-0-1	Not Found	Not Found	Other	N/A	The score represents the dG value calculated from a coupled model, reflecting the protein's stability.	Does not fit: dG values represent free energy of unfolding, so lower dG values indicate decreased stability, which is the opposite of GoF.	2025-04-17 13:51:47
urn:mavedb:00000137-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), which is the opposite of LoF.	2025-04-17 13:51:47
urn:mavedb:00000137-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's stability against trypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), which is the opposite of LoF.	2025-04-17 13:51:47
urn:mavedb:00000138-0-1	Not Found	Not Found	Other	N/A	The score represents the dG value calculated from a coupled model, reflecting the protein's stability.	Does not fit: dG values represent free energy of unfolding, so lower dG values indicate decreased stability, which is the opposite of GoF.	2025-04-17 13:51:47
urn:mavedb:00000138-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the variant's susceptibility to chymotrypsin digestion.	Does not fit: Higher scores indicate increased susceptibility to digestion (less stable), while lower scores indicate resistance to digestion (more stable).	2025-04-17 13:51:52
urn:mavedb:00000138-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the variant's susceptibility to trypsin digestion.	Does not fit: Higher scores indicate increased susceptibility to digestion (less stable), while lower scores indicate resistance to digestion (more stable).	2025-04-17 13:51:52
urn:mavedb:00000139-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value calculated from counts across replicates and proteases, reflecting the variant's stability.	Does not fit: dG values represent the change in free energy; more negative dG values indicate greater stability.	2025-04-17 13:51:52
urn:mavedb:00000139-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the variant's susceptibility to trypsin digestion.	Does not fit: Higher scores indicate increased susceptibility to digestion (less stable), while lower scores indicate resistance to digestion (more stable).	2025-04-17 13:51:52
urn:mavedb:00000139-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the variant's susceptibility to chymotrypsin digestion.	Does not fit: Higher scores indicate increased susceptibility to digestion (less stable), while lower scores indicate resistance to digestion (more stable).	2025-04-17 13:51:52
